# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3146125	3147075	+	WP_125975092.1	WP_125975092.1		SAM-dependent methyltransferase			EJO50_RS13795	951	316	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3147156	3149135	-							EJO50_RS13800	1980		old_locus_tag=EJO50_13800
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3147156	3149135	-	WP_125975095.1	WP_125975095.1		methyl-accepting chemotaxis protein			EJO50_RS13800	1980	659	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3149282	3150073	+							EJO50_RS13805	792		old_locus_tag=EJO50_13805
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3149282	3150073	+	WP_125975098.1	WP_125975098.1		ABC transporter substrate-binding protein			EJO50_RS13805	792	263	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3150076	3151077	-							EJO50_RS13810	1002		old_locus_tag=EJO50_13810
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3150076	3151077	-	WP_125975100.1	WP_125975100.1		patatin-like phospholipase family protein			EJO50_RS13810	1002	333	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3151234	3151611	+							EJO50_RS13815	378		old_locus_tag=EJO50_13815
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3151234	3151611	+	WP_125975103.1	WP_125975103.1		hypothetical protein			EJO50_RS13815	378	125	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3151664	3152542	-							EJO50_RS13820	879		old_locus_tag=EJO50_13820
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3151664	3152542	-	WP_125975105.1	WP_125975105.1		MBL fold metallo-hydrolase			EJO50_RS13820	879	292	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3152699	3153607	+							EJO50_RS13825	909		old_locus_tag=EJO50_13825
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3152699	3153607	+	WP_125976517.1	WP_125976517.1		LysR family transcriptional regulator			EJO50_RS13825	909	302	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3153604	3154311	-							EJO50_RS13830	708		old_locus_tag=EJO50_13830
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3153604	3154311	-	WP_125975108.1	WP_125975108.1		hypothetical protein			EJO50_RS13830	708	235	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3154569	3154784	-							EJO50_RS13835	216		old_locus_tag=EJO50_13835
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3154569	3154784	-	WP_125975111.1	WP_125975111.1		hypothetical protein			EJO50_RS13835	216	71	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3155017	3155325	+					yqfB		EJO50_RS13840	309		old_locus_tag=EJO50_13840
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3155017	3155325	+	WP_125975113.1	WP_125975113.1		N(4)-acetylcytidine aminohydrolase	yqfB		EJO50_RS13840	309	102	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3155402	3156100	+							EJO50_RS13845	699		old_locus_tag=EJO50_13845
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3155402	3156100	+	WP_233702094.1	WP_233702094.1		NAAT family transporter			EJO50_RS13845	699	232	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3156175	3156375	-							EJO50_RS13850	201		old_locus_tag=EJO50_13850
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3156175	3156375	-	WP_125975116.1	WP_125975116.1		SlyX family protein			EJO50_RS13850	201	66	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3156537	3158696	-							EJO50_RS13855	2160		old_locus_tag=EJO50_13855
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3156537	3158696	-	WP_125975118.1	WP_125975118.1		YgiQ family radical SAM protein			EJO50_RS13855	2160	719	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3159005	3159733	-							EJO50_RS13860	729		old_locus_tag=EJO50_13860
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3159005	3159733	-	WP_206434397.1	WP_206434397.1		carbonic anhydrase			EJO50_RS13860	729	242	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3160224	3161048	+							EJO50_RS13865	825		old_locus_tag=EJO50_13865
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3160224	3161048	+	WP_125976523.1	WP_125976523.1		SAM-dependent methyltransferase			EJO50_RS13865	825	274	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3161381	3162076	-							EJO50_RS13870	696		old_locus_tag=EJO50_13870
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3161381	3162076	-	WP_125975121.1	WP_125975121.1		hypothetical protein			EJO50_RS13870	696	231	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3162675	3163562	-							EJO50_RS13875	888		old_locus_tag=EJO50_13875
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3162675	3163562	-	WP_125975123.1	WP_125975123.1		DMT family transporter			EJO50_RS13875	888	295	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3163687	3164505	-					nudC		EJO50_RS13880	819		old_locus_tag=EJO50_13880
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3163687	3164505	-	WP_125975126.1	WP_125975126.1		NAD(+) diphosphatase	nudC		EJO50_RS13880	819	272	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3164571	3165329	-							EJO50_RS13885	759		old_locus_tag=EJO50_13885
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3164571	3165329	-	WP_125975129.1	WP_125975129.1		sulfite exporter TauE/SafE family protein			EJO50_RS13885	759	252	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3165769	3166947	+							EJO50_RS13890	1179		old_locus_tag=EJO50_13890
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3165769	3166947	+	WP_125975131.1	WP_125975131.1		SGNH/GDSL hydrolase family protein			EJO50_RS13890	1179	392	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3167058	3167777	+							EJO50_RS13895	720		old_locus_tag=EJO50_13895
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3167058	3167777	+	WP_125975134.1	WP_125975134.1		16S rRNA pseudouridine(516) synthase			EJO50_RS13895	720	239	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3167889	3168128	+							EJO50_RS13900	240		old_locus_tag=EJO50_13900
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3167889	3168128	+	WP_125975137.1	WP_125975137.1		hypothetical protein			EJO50_RS13900	240	79	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3168534	3170207	+							EJO50_RS13905	1674		old_locus_tag=EJO50_13905
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3168534	3170207	+	WP_206434398.1	WP_206434398.1		5'-nucleotidase C-terminal domain-containing protein			EJO50_RS13905	1674	557	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3170639	3171811	-							EJO50_RS13910	1173		old_locus_tag=EJO50_13910
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3170639	3171811	-	WP_233702096.1	WP_233702096.1		sugar ABC transporter substrate-binding protein			EJO50_RS13910	1173	390	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3171816	3172181	+							EJO50_RS17195	366		
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3171816	3172181	+	WP_164521382.1	WP_164521382.1		hypothetical protein			EJO50_RS17195	366	121	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3172271	3173215	+							EJO50_RS13915	945		old_locus_tag=EJO50_13915
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3172271	3173215	+	WP_125975138.1	WP_125975138.1		carbohydrate kinase family protein			EJO50_RS13915	945	314	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3173467	3176205	+							EJO50_RS13920	2739		old_locus_tag=EJO50_13920
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3173467	3176205	+	WP_125975142.1	WP_125975142.1		lamin tail domain-containing protein			EJO50_RS13920	2739	912	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3176205	3176828	+							EJO50_RS13925	624		old_locus_tag=EJO50_13925
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3176205	3176828	+	WP_125975144.1	WP_125975144.1		NF038129 family PEP-CTERM protein			EJO50_RS13925	624	207	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3177401	3178936	+							EJO50_RS13930	1536		old_locus_tag=EJO50_13930
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3177401	3178936	+	WP_125976529.1	WP_125976529.1		ABC transporter substrate-binding protein			EJO50_RS13930	1536	511	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3179092	3180102	+							EJO50_RS13935	1011		old_locus_tag=EJO50_13935
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3179092	3180102	+	WP_125975147.1	WP_125975147.1		ABC transporter permease subunit			EJO50_RS13935	1011	336	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3180105	3181016	+							EJO50_RS13940	912		old_locus_tag=EJO50_13940
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3180105	3181016	+	WP_125975150.1	WP_125975150.1		ABC transporter permease subunit			EJO50_RS13940	912	303	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3181199	3182179	+							EJO50_RS13945	981		old_locus_tag=EJO50_13945
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3181199	3182179	+	WP_125975152.1	WP_125975152.1		ATP-binding cassette domain-containing protein			EJO50_RS13945	981	326	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3182176	3183153	+							EJO50_RS13950	978		old_locus_tag=EJO50_13950
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3182176	3183153	+	WP_125975155.1	WP_125975155.1		ABC transporter ATP-binding protein			EJO50_RS13950	978	325	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3183380	3184513	+							EJO50_RS13955	1134		old_locus_tag=EJO50_13955
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3183380	3184513	+	WP_206434400.1	WP_206434400.1		hypothetical protein			EJO50_RS13955	1134	377	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3184604	3184960	-							EJO50_RS13960	357		old_locus_tag=EJO50_13960
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3184604	3184960	-	WP_125975158.1	WP_125975158.1		helix-turn-helix domain-containing protein			EJO50_RS13960	357	118	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3185084	3185698	+							EJO50_RS13965	615		old_locus_tag=EJO50_13965
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3185084	3185698	+	WP_125975160.1	WP_125975160.1		site-specific DNA-methyltransferase			EJO50_RS13965	615	204	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3185780	3186529	+							EJO50_RS13970	750		old_locus_tag=EJO50_13970
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3185780	3186529	+	WP_125971449.1	WP_125971449.1		IS5 family transposase			EJO50_RS13970	750	249	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3186642	3187532	+							EJO50_RS13975	891		old_locus_tag=EJO50_13975
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3186642	3187532	+	WP_125975163.1	WP_125975163.1		site-specific DNA-methyltransferase			EJO50_RS13975	891	296	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3187649	3190246	+							EJO50_RS13980	2598		old_locus_tag=EJO50_13980
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3187649	3190246	+	WP_125975166.1	WP_125975166.1		DEAD/DEAH box helicase family protein			EJO50_RS13980	2598	865	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3190368	3191612	+							EJO50_RS13985	1245		old_locus_tag=EJO50_13985
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3190368	3191612	+	WP_125975168.1	WP_125975168.1		DEAD/DEAH box helicase			EJO50_RS13985	1245	414	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3191810	3192268	+							EJO50_RS13990	459		old_locus_tag=EJO50_13990
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3191810	3192268	+	WP_125975171.1	WP_125975171.1		tellurite resistance TerB family protein			EJO50_RS13990	459	152	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3192420	3193331	-					gnd		EJO50_RS13995	912		old_locus_tag=EJO50_13995
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3192420	3193331	-	WP_206434401.1	WP_206434401.1		decarboxylating 6-phosphogluconate dehydrogenase	gnd		EJO50_RS13995	912	303	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3193764	3194762	+							EJO50_RS14000	999		old_locus_tag=EJO50_14000
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3193764	3194762	+	WP_125975176.1	WP_125975176.1		U32 family peptidase			EJO50_RS14000	999	332	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3195180	3196055	+							EJO50_RS14005	876		old_locus_tag=EJO50_14005
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3195180	3196055	+	WP_125975178.1	WP_125975178.1		U32 family peptidase			EJO50_RS14005	876	291	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3196052	3196477	+							EJO50_RS14010	426		old_locus_tag=EJO50_14010
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3196052	3196477	+	WP_164521516.1	WP_164521516.1		SCP2 sterol-binding domain-containing protein			EJO50_RS14010	426	141	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3196638	3197468	+							EJO50_RS14015	831		old_locus_tag=EJO50_14015
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3196638	3197468	+	WP_125975182.1	WP_125975182.1		undecaprenyl-diphosphate phosphatase			EJO50_RS14015	831	276	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3197529	3198428	-					cyoE		EJO50_RS14020	900		old_locus_tag=EJO50_14020
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3197529	3198428	-	WP_125975185.1	WP_125975185.1		heme o synthase	cyoE		EJO50_RS14020	900	299	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3198585	3199598	-							EJO50_RS14025	1014		old_locus_tag=EJO50_14025
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3198585	3199598	-	WP_125975187.1	WP_125975187.1		COX15/CtaA family protein			EJO50_RS14025	1014	337	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3200029	3200484	-							EJO50_RS14030	456		old_locus_tag=EJO50_14030
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3200029	3200484	-	WP_125975190.1	WP_125975190.1		hypothetical protein			EJO50_RS14030	456	151	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3200484	3201152	-							EJO50_RS14035	669		old_locus_tag=EJO50_14035
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3200484	3201152	-	WP_164521517.1	WP_164521517.1		SURF1 family protein			EJO50_RS14035	669	222	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3201151	3201342	+							EJO50_RS14040	192		old_locus_tag=EJO50_14040
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3201151	3201342	+	WP_125975195.1	WP_125975195.1		twin transmembrane helix small protein			EJO50_RS14040	192	63	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3201800	3202666	-							EJO50_RS14045	867		old_locus_tag=EJO50_14045
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3201800	3202666	-	WP_125975197.1	WP_125975197.1		cytochrome c oxidase subunit 3			EJO50_RS14045	867	288	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3202785	3202958	-							EJO50_RS14050	174		old_locus_tag=EJO50_14050
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3202785	3202958	-	WP_125975200.1	WP_125975200.1		DUF2970 domain-containing protein			EJO50_RS14050	174	57	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3202955	3203467	-							EJO50_RS14055	513		old_locus_tag=EJO50_14055
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3202955	3203467	-	WP_125975203.1	WP_125975203.1		cytochrome c oxidase assembly protein			EJO50_RS14055	513	170	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3203666	3203761	-							EJO50_RS17550	96		
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3203666	3203761	-	WP_233702097.1	WP_233702097.1		cytochrome oxidase small assembly protein			EJO50_RS17550	96	31	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3203754	3205403	-					ctaD		EJO50_RS14060	1650		old_locus_tag=EJO50_14060
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3203754	3205403	-	WP_125975205.1	WP_125975205.1		cytochrome c oxidase subunit I	ctaD		EJO50_RS14060	1650	549	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3205414	3206508	-					coxB		EJO50_RS14065	1095		old_locus_tag=EJO50_14065
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3205414	3206508	-	WP_206434402.1	WP_206434402.1		cytochrome c oxidase subunit II	coxB		EJO50_RS14065	1095	364	
gene	protein_coding	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3206815	3207579	+							EJO50_RS14070	765		old_locus_tag=EJO50_14070
CDS	with_protein	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3206815	3207579	+	WP_125975207.1	WP_125975207.1		DUF2189 domain-containing protein			EJO50_RS14070	765	254	
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207711	3207786	+							EJO50_RS14075	76		old_locus_tag=EJO50_14075
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207711	3207786	+				tRNA-Met			EJO50_RS14075	76		anticodon=CAT
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207814	3207889	+							EJO50_RS14080	76		old_locus_tag=EJO50_14080
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207814	3207889	+				tRNA-Met			EJO50_RS14080	76		anticodon=CAT
gene	tRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207917	3207992	+							EJO50_RS14085	76		old_locus_tag=EJO50_14085
tRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3207917	3207992	+				tRNA-Met			EJO50_RS14085	76		anticodon=CAT
gene	rRNA	GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3208406	3209939	+							EJO50_RS14090	1534		old_locus_tag=EJO50_14090
rRNA		GCF_003952345.1	Primary Assembly	chromosome		NZ_CP034433.1	3208406	3209939	+				16S ribosomal RNA			EJO50_RS14090	1534		
